title,author,publisher,year,pages,rating,ratings_count,description,image,download_link,file_info,price,currency,preview_link,info_link,source,platform,category,contents,toc_source
Android App Development For Dummies,Michael Burton,For Dummies,2015,432,3.6,341,"
                    The updated edition of the bestselling guide to Android app development  If you have ambitions to build an Android app, this hands-on guide gives you everything you need to dig into the development process and turn your great idea into a reality! In this new edition of Android App Development For Dummies, you'll find easy-to-follow access to the latest programming techniques that take advantage of the new features of the Android operating system. Plus, two programs are provided: a simple program to get you started and an intermediate program that uses more advanced aspects of the Android platform.  Android mobile devices currently account for nearly 80% of mobile phone market share worldwide, making it the best platform to reach the widest possible audience. With the help of this friendly guide, developers of all stripes will quickly find out how to install the tools they need, design a good user interface, grasp the design differences between phone and tablet applications, handle user input, avoid common pitfalls, and turn a ""meh"" app into one that garners applause. * Create seriously cool apps for the latest Android smartphones and tablets * Adapt your existing apps for use on an Android device * Start working with programs and tools to create Android apps * Publish your apps to the Google Play Store Whether you're a new or veteran programmer, Android App Development For Dummies will have you up and running with the ins and outs of the Android platform in no time.                ",,https://1lib.in/dl/2553969/7ddb23,"PDF, 8.08 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Programming,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Android Programming for Beginners: Learn all the Java and Android skills you need to start making powerful mobile applications,Horton J.,Unknown,0,0,3.6,1417,"
                    Packt Publishing, 2015. — 698 p. — ISBN: 9781785883262Android is the most popular OS in the world. There are millions of devices accessing tens of thousands of applications. It is many people's entry point into the world of technology; it is an operating system for everyone. Despite this, the entry-fee to actually make Android applications is usually a computer science degree, or five years' worth of Java experience.Android Programming for Beginners will be your companion to create Android applications from scratch―whether you're looking to start your programming career, make an application for work, be reintroduced to mobile development, or are just looking to program for fun. We will introduce you to all the fundamental concepts of programming in an Android context, from the Java basics to working with the Android API. All examples are created from within Android Studio, the official Android development environment that helps supercharge your application development process.After this crash-course, we'll dive deeper into Android programming and you'll learn how to create applications with a professional-standard UI through fragments, make location-aware apps with Google Maps integration, and store your user's data with SQLite. In addition, you'll see how to make your apps multilingual, capture images from a device's camera, and work with graphics, sound, and animations too.By the end of this book, you'll be ready to start building your own custom applications in Android and Java.                ",,https://1lib.in/dl/3050332/e51995,"PDF, 10.11 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Databases,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Animal biodiversity:  An outline of higher-level classification and survey of taxonomic richness,ZHI-QIANG ZHANG (ED.),Magnolia Press,2011,237,3.8,91,,,https://1lib.in/dl/1304878/d39e73,"PDF, 1.99 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Ansible Playbook Essentials: Design automation blueprints using Ansible's playbooks to orchestrate and manage your multi-tier infrastructure,Gourav Shah,Packt Publishing,2015,168,3.8,348,"
                    Ansible combines configuration management, orchestration, and parallel command execution into a single tool. Its batteries-included approach and built-in module library makes it easy to integrate it with cloud platforms, databases, and notification services without requiring additional plugins. Playbooks in Ansible define the policies your systems under management enforce. They facilitate effective configuration management rather than running ad hoc scripts to deploy complex applications.  This book will show you how to write a blueprint of your infrastructure encompassing multi-tier applications using Ansible's playbooks. Beginning with the basic concepts such as plays, tasks, handlers, inventory, and the YAML syntax that Ansible uses, you will see how to organize your code into a modular structure. Building on this, you will master techniques to create data-driven playbooks with variables, templates, logical constructs, and encrypted data. This book will also take you through advanced clustering concepts such as discovering topology information, managing multiple environments, and orchestration.                ",,https://1lib.in/dl/2738183/ac7169,"PDF, 4.66 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Cloud/DevOps,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
ANSYS Mechanical APDL for Finite Element Analysis,Mary Kathryn Thompson,Butterworth-Heinemann,2017,466,4.1,211,"
ANSYS Mechanical APDL for Finite Element Analysis provides a hands-on introduction to engineering analysis using one of the most powerful commercial general purposes finite element programs on the market. Students will find a practical and integrated approach that combines finite element theory with best practices for developing, verifying, validating and interpreting the results of finite element models, while engineering professionals will appreciate the deep insight presented on the program's structure and behavior. Additional topics covered include an introduction to commands, input files, batch processing, and other advanced features in ANSYS.  The book is written in a lecture/lab style, and each topic is supported by examples, exercises and suggestions for additional readings in the program documentation. Exercises gradually increase in difficulty and complexity, helping readers quickly gain confidence to independently use the program. This provides a solid foundation on which to build, preparing readers to become power users who can take advantage of everything the program has to offer.Includes the latest information on ANSYS Mechanical APDL for Finite Element AnalysisAims to prepare readers to create industry standard models with ANSYS in five days or lessProvides self-study exercises that gradually build in complexity, helping the reader transition from novice to mastery of ANSYSReferences the ANSYS documentation throughout, focusing on developing overall competence with the software before tackling any specific applicationPrepares the reader to work with commands, input files and other advanced techniquesPlease note that the paperback edition is only available in black and white. Full color is available as an eBook.                ",,https://1lib.in/dl/3487568/d0530e,"PDF, 10.30 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Antenna Engineering : Theory and Problems,Levin,CRC Press,2017,406,3.9,154,"
The book deals with theoretical and experimental research of antennas. The presentation is based on the electromagnetic theory. It begins with the theory of thin antennas. Thin antennas represent one of the main types of radiators, thus the theory of thin antennas is the basis of the antennas analysis.  Special attention is paid to the integral equation of Leontovich-Levin for a current along a straight thin-walled metal cylinder, which is equivalent to the equation of Hallen with a precise kernel. Together with the analysis of various types of antennas, the book deals with the problems of synthesis including the creation a wide-band radiator by means of determining of the types and the magnitudes of concentrated loads, which are connected along a linear radiator and create in a given frequency band high electrical performance.  Problems of antenna engineering are discussed in the second half of the book, including the results of application of a compensation method for the protection of humans against irradiation and structural features of ship antennas. ",,https://1lib.in/dl/2918455/bc3b63,"PDF, 9.77 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Electrical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Antenna engineering handbook,John Volakis,McGraw-Hill Professional,2007,0,3.6,471,"
The “bible of antenna engineering” fully updated to provide state-of-the-art coverage in antenna design and applications",,https://1lib.in/dl/541353/0842c5,"PDF, 62.23 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Antenna Engineering Handbook, Fourth Edition",Volakis,Unknown,2012,1755,3.6,555,"
                    Overview: Edited by John L. Volakis, one of the world's leading authorities in antenna engineering, this trusted resource covers all the classic antenna types plus many new types and designs used in communications systems, satellites, radars, and emerging applications from WLAN to automotive systems to biomedical to smart antennas.You will also find expert discussion of topics critical to successful antenna design and engineering, such as measurement techniques and computational methods, a materials guide, wave propagation basics, microwave circuits, and matching techniques, as well as diversity and MIMO propagation models, frequency selective surfaces, and metamaterials. Packed with 1,500 illustrations, the 4th Edition of presents:                ",,https://1lib.in/dl/3315223/9ab7ed,"PDF, 62.23 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Electrical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Antennas and Propagation for 5G and Beyond,Muhammad Ali Imran,Institution of Engineering and Technology,2020,408,3.7,228,"
                    Transforming the way we live, work, and engage with our environment, 5G and beyond technologies will provide much higher bandwidth and connectivity to billions of devices. This brings enormous opportunities but of course the widespread deployment of these technologies faces challenges, including the need for reliable connectivity, a diverse range of bandwidths, dynamic spectrum sharing, channel modelling and wave propagation for ultra-dense wireless networks, as well as price pressures. The choice of an antenna system will also be a critical component of all node end devices and will present several design challenges such as size, purpose, shape and placement. In this edited book, the authors bring new approaches for exploiting challenging propagation channels and the development of efficient, cost-effective, scalable, and reliable antenna systems and solutions, as well as future perspectives.The book is aimed at a wide audience of industry and academic researchers, scientists and engineers as well as advanced students in the field of antennas, ICTs, signal processing and electromagnetics. It will also be useful to network and system designers, developers and manufacturers. Stakeholders, government regulators, policy makers and standards bodies can use the information provided here to better understand the effects of the technology on the market and future developments for 5G and beyond systems and networks.                ",,https://1lib.in/dl/6007718/f53124,"PDF, 34.50 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Electrical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Antennas and Radar for Environmental Scientists and Engineers,David Hysell,Cambridge University Press,2018,420,4.1,211,,,https://1lib.in/dl/3490812/3229ba,"PDF, 3.55 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Antennas and Radiowave Propagation (Mcgraw Hill Series in Electrical and Computer Engineering),Robert E. Collin,Unknown,1985,508,3.5,372,,,https://1lib.in/dl/886786/c2accc,"PDF, 25.07 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Electrical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Antennas for Base Stations in Wireless Communications,Zhi Ning Chen,McGraw-Hill,2009,399,4.1,368,"
                    Design Antennas for Modern Wireless Communications Systems
Written by a global team of expert contributors, this book offers complete details on the wide range of antennas used in today's wireless communication networks. Coverage includes the most popular applications in WWAN (GSM, CDMA, and WCDMA), WLAN (Bluetooth and WiFi), WMAN (WiMAX), and WPAN (UWB and RFID). 

 Antennas for Base Stations in Wireless Communications presents a full picture of modern base station antenna technology--from fundamentals and parameters to engineering and advanced solutions--and highlights new technologies in antenna design with enhanced performance. Real-world case studies provide you with practical examples that can be applied to your own system designs.

 • Apply measurement techniques for various parameters
 • Enable frequency re-use and channel capacity optimization in mobile radio networks 
 • Design antennas for mobile communications-CDMA, GSM, and WCDMA 
 • Implement advanced antenna technologies for GSM base stations 
 • Facilitate enhanced system capacity 
 • Design unidirectional antennas, including directed dipole, wideband patch, and complementary antennas
 • Optimize antenna designs for WLAN (WiFi) applications
 • Design antennas for Wireless Personal Area Network (WPAN) applications, including RFID and UWB                ",,https://1lib.in/dl/600142/83e8de,"PDF, 6.12 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Networking,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
AO principles of fracture management,Apivatthakakul,THIEME,2018,1000,3.5,252,,,https://1lib.in/dl/3579911/47ee4f,"PDF, 174.76 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
API Architecture - The Big Picture for Building APIs,Matthias Biehl,CreateSpace,2015,107,3.8,159,"
                    Looking for the big picture of building APIs? This book is for you! Building APIs that consumers love should certainly be the goal of any API initiative. However, it is easier said than done. It requires getting the architecture for your APIs right. This book equips you with both foundations and best practices for API architecture. This book is for you if you want to understand the big picture of API design and development, you want to define an API architecture, establish a platform for APIs or simply want to build APIs your consumers love. This book is NOT for you, if you are looking for a step-by step guide for building APIs, focusing on every detail of the correct application of REST principles. In this case I recommend the book ""API Design"" of the API-University Series. What is API architecture? Architecture spans the bigger picture of APIs and can be seen from several perspectives:

    API architecture may refer to the architecture of the complete solution consisting not only of the API itself, but also of an API client such as a mobile app and several other components. API solution architecture explains the components and their relations within the software solution.
    API architecture may refer to the technical architecture of the API platform. When building, running and exposing not only one, but several APIs, it becomes clear that certain building blocks of the API, runtime functionality and management functionality for the API need to be used over and over again. An API platform provides an infrastructure for developing, running and managing APIs.
    API architecture may refer to the architecture of the API portfolio. The API portfolio contains all APIs of the enterprise and needs to be managed like a product. API portfolio architecture analyzes the functionality of the API and organizes, manages and reuses the APIs.
    API architecture may refer to the design decisions for a particular API proxy. To document the design decisions, API description languages are used. We explain the use of API description languages (RAML and Swagger) on many examples.

This book covers all of the above perspectives on API architecture. However, to become useful, the architecture needs to be put into practice. This is why this book covers an API methodology for design and development. An API methodology provides practical guidelines for putting API architecture into practice. It explains how to develop an API architecture into an API that consumers love. A lot of the information on APIs is available on the web. Most of it is published by vendors of API products. I am always a bit suspicious of technical information pushed by product vendors. This book is different. In this book, a product-independent view on API architecture is presented. The API-University Series is a modular series of books on API-related topics. Each book focuses on a particular API topic, so you can select the topics within APIs, which are relevant for you.                ",,https://1lib.in/dl/2600620/588a00,"PDF, 2.63 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Applied Aspects of Optical Communication and LIDAR,Nathan Blaunstein,Unknown,2009,280,4.1,117,"
                    Exploring the practical aspects of atmospheric optical communication and light detection and ranging (LIDAR), Applied Aspects of Optical Communication and LIDAR details the role of atmospheric structures in propagation phenomena that influence the transmission of optical signals through perturbed atmospheric communication channels. It examines numerous situations in over-the-terrain atmospheric communication channels, including the effects of natural phenomena and the corresponding features (turbulences and hydrometeors) on optical ray propagation.   Bridging the gap between the parameters of optical communication links and signal information data streams, this concise reference addresses line-of-sight (LOS) as well as obstructive non-line-of-sight (NLOS) propagation conditions. It also:    Details the main characteristics of optical communication channels  Introduces the quasi-regular gaseous atmosphere  Describes numerous situations in the atmospheric communication channel  Explains the main characteristics of optical communication channels  Complete with parameters for information data streams, the text also provides time-saving suggestions for determining which optical devices will work best for minimizing the deleterious effects of natural atmospheric phenomena. Whether you’re a researcher, an engineer, or student—this book provides you with the practical understanding required to use LIDAR to investigate all forms of atmospheric phenomena and to learn how to accurately predict primary parameters of atmospheric optical channels.                ",,https://1lib.in/dl/935025/28592d,"PDF, 3.20 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Networking,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Applied Cryptography and Network Security,Bart Preneel,Springer International Publishing,2018,0,4.2,440,"
This book constitutes the refereed proceedings of the 16th International Conference on on Applied Cryptography and Network Security, ACNS 2018, held in Leuven, Belgium, in July 2018.The 36 revised full papers presented were carefully reviewed and selected from 173 submissions. The papers were organized in topical sections named: Cryptographic Protocols; Side Channel Attacks and Tamper Resistance; Digital Signatures; Privacy Preserving Computation; Multi-party Computation; Symmetric Key Primitives; Symmetric Key Primitives; Symmetric Key Cryptanalysis; Public Key Encryption; Authentication and Biometrics; Cloud and Peer-to-peer Security. ",,https://1lib.in/dl/3575953/7ecc37,"PDF, 22.90 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Security,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Applied Cryptography and Network Security: 17th International Conference, ACNS 2019, Bogota, Colombia, June 5–7, 2019, Proceedings",Robert H. Deng,Springer International Publishing,2019,0,4.2,718,"
This book constitutes the refereed proceedings of the 17th International Conference on Applied Cryptography and Network Security, ACNS 2019, held in Bogota, Colombia in June 2019. The 29 revised full papers presented were carefully reviewed and selected from 111 submissions. The papers were organized in topical sections named: integrity and cryptanalysis; digital signature and MAC; software and systems security; blockchain and cryptocurrency; post quantum cryptography; public key and commitment; theory of cryptographic implementations; and privacy preserving techniques. ",,https://1lib.in/dl/5244353/90d840,"PDF, 29.86 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Security,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Applied Irrigation Engineering,Allah Bakhsh and Muhammad Rafiq Choudhry,"University of Agriculture Faisalabad, Pakistan",2017,444,3.7,410,,,https://1lib.in/dl/5350058/71e883,"PDF, 15.58 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Applied materials science: applications of engineering materials in structural, electronics, thermal, and other industries",Deborah D. L. Chung,CRC Press,2001,232,3.5,1774,"
                    Materials are the foundation of technology. As such, most universities provide engineering undergraduates with the fundamental concepts of materials science, including crystal structures, imperfections, phase diagrams, materials processing, and materials properties. Few, however, offer the practical, applications-oriented background that their students need to succeed in industry.Applied Materials Science: Applications of Engineering Materials in Structural, Electronics, Thermal, and Other Industries fills that gap. From a cross-disciplinary perspective that reflects both the multifunctionality of many materials and the wide scope industrial needs, the author examines the practical applications of metal, ceramic, polymer, cement, carbon, and composite materials across a broad range of industries. The topics addressed include electronic packaging, smart materials, thermal management, nondestructive evaluation, and materials development. The text is clear, coherent, and tutorial in style, includes numerous up-to-date references, and provides background material in a series of appendices.Unique in its breadth of coverage of both materials and their applications, Applied Materials Science is both scientifically rich and technologically relevant. If you work or teach those that aspire to work in an engineering capacity, you will find no text or reference that better prepares its readers for real-world applications of engineering materials.                ",,https://1lib.in/dl/459775/75ecad,"PDF, 1.56 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Applied mathematics in hydraulic engineering : an introduction to nonlinear differential equations,Mizumura,World Scientific Publishing Co. Pte. Ltd.,2011,424,3.7,717,,,https://1lib.in/dl/3583910/d3fd32,"PDF, 21.78 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Applied Mechanics of Solids,Allan F. Bower,CRC Press,2009,820,3.9,319,"
Modern computer simulations make stress analysis easy. As they continue to replace classical mathematical methods of analysis, these software programs require users to have a solid understanding of the fundamental principles on which they are based.  Develop Intuitive Ability to Identify and Avoid Physically Meaningless Predictions  Applied Mechanics of Solids is a powerful tool for understanding how to take advantage of these revolutionary computer advances in the field of solid mechanics. Beginning with a description of the physical and mathematical laws that govern deformation in solids, the text presents modern constitutive equations, as well as analytical and computational methods of stress analysis and fracture mechanics. It also addresses the nonlinear theory of deformable rods, membranes, plates, and shells, and solutions to important boundary and initial value problems in solid mechanics.  The author uses the step-by-step manner of a blackboard lecture to explain problem solving methods, often providing the solution to a problem before its derivation is presented. This format will be useful for practicing engineers and scientists who need a quick review of some aspect of solid mechanics, as well as for instructors and students.    Select and Combine Topics Using Self-Contained Modules and Subsections    Borrowing from the classical literature on linear elasticity, plasticity, and structural mechanics, this book:   Introduces concepts, analytical techniques, and numerical methods used to analyze deformation, stress, and failure in materials or components   Discusses the use of finite element software for stress analysis    Assesses simple analytical solutions to explain how to set up properly posed boundary and initial-value problems   Provides an understanding of algorithms implemented in software code   Complemented by the author’s website, which features problem sets and sample code for self study, this book offers a crucial overview of problem solving for solid mechanics. It will help readers make optimal use of commercial finite element programs to achieve the most accurate prediction results possible. ",,https://1lib.in/dl/2322597/8ee031,"PDF, 15.35 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Cloud/DevOps,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Applied Numerical Methods with MATLAB for Engineers and Scientists,Steven C. Chapra Dr.,McGraw-Hill Education,2017,720,3.7,129,"
                    Applied Numerical Methods with MATLAB is written for students who want to learn and apply numerical methods in order to solve problems in engineering and science. As such, the methods are motivated by problems rather than by mathematics. That said, sufficient theory is provided so that students come away with insight into the techniques and their shortcomings.
McGraw-Hill's Connect, is also available as an optional, add on item. Connect is the only integrated learning system that empowers students by continuously adapting to deliver precisely what they need, when they need it, how they need it, so that class time is more effective. Connect allows the professor to assign homework, quizzes, and tests easily and automatically grades and records the scores of the student's work. Problems are randomized to prevent sharing of answers an may also have a ""multi-step solution"" which helps move the students' learning along if they experience difficulty.                ",,https://1lib.in/dl/3385643/2b526b,"PDF, 31.57 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Applied Statistics and Probability for Engineers,Douglas C. Montgomery,Wiley,2018,710,3.5,902,"
                    Applied Statistics and Probability for Engineers provides a practical approach to probability and statistical methods. Students learn how the material will be relevant in their careers by including a rich collection of examples and problem sets that reflect realistic applications and situations. This product focuses on real engineering applications and real engineering solutions while including material on the bootstrap, increased emphasis on the use of p-value, coverage of equivalence testing, and combining p-values. The base content, examples, exercises and answers presented in this product have been meticulously checked for accuracy.                ",,https://1lib.in/dl/3684942/5c72de,"PDF, 19.97 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Data Science,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Applied Text Analysis with Python: Enabling Language-Aware Data Products with Machine Learning,Benjamin Bengfort,O’Reilly Media,2018,332,4.0,2370,"
                    From news and speeches to informal chatter on social media, natural language is one of the richest and most underutilized sources of data. Not only does it come in a constant stream, always changing and adapting in context; it also contains information that is not conveyed by traditional data sources. The key to unlocking natural language is through the creative application of text analytics. This practical book presents a data scientist’s approach to building language-aware products with applied machine learning.
You’ll learn robust, repeatable, and scalable techniques for text analysis with Python, including contextual and linguistic feature engineering, vectorization, classification, topic modeling, entity resolution, graph analysis, and visual steering. By the end of the book, you’ll be equipped with practical methods to solve any number of complex real-world problems.

● Preprocess and vectorize text into high-dimensional feature representations
● Perform document classification and topic modeling
● Steer the model selection process with visual diagnostics
● Extract key phrases, named entities, and graph structures to reason about data in text
● Build a dialog framework to enable chatbots and language-driven interaction
● Use Spark to scale processing power and neural networks to scale model complexity                ",,https://1lib.in/dl/3606239/13238b,"PDF, 13.97 MB",0.0,USD,,,Goodreads / Z-Library,PDF,AI/ML,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Applied thermodynamics for engineering technologists,T  D Eastop,Unknown,0,0,3.6,204,,,https://1lib.in/dl/2359634/aa7b80,"PDF, 25.83 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Applying Uml And Patterns An Introduction To Object-Oriented Analysis And Design And The Unified Process,Unknown,Prentice Hall PTR,0,616,4.0,583,,,https://1lib.in/dl/639458/0dc0da,"PDF, 5.18 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Applying UML and Patterns: An Introduction to Object-Oriented Analysis and Design and Iterative Development (3rd Edition),Craig Larman,Prentice Hall,2004,736,3.9,424,"
 “This edition contains Larman’s usual accurate and thoughtful writing. It is a very good book made even better.”—Alistair Cockburn, author, Writing Effective Use Cases and Surviving OO Projects  “Too few people have a knack for explaining things. Fewer still have a handle on software analysis and design. Craig Larman has both.”—John Vlissides, author, Design Patterns and Pattern Hatching  “People often ask me which is the best book to introduce them to the world of OO design. Ever since I came across it Applying UML and Patterns has been my unreserved choice.”—Martin Fowler, author, UML Distilled and Refactoring  “This book makes learning UML enjoyable and pragmatic by incrementally introducing it as an intuitive language for specifying the artifacts of object analysis and design. It is a well written introduction to UML and object methods by an expert practitioner.”—Cris Kobryn, Chair of the UML Revision Task Force and UML 2.0 Working Group   A brand new edition of the world’s most admired introduction to object-oriented analysis and design with UML   Fully updated for UML 2 and the latest iterative/agile practices   Includes an all-new case study illustrating many of the book’s key points    Applying UML and Patterns is the world’s #1 business and college introduction to “thinking in objects”—and using that insight in real-world object-oriented analysis and design. Building on two widely acclaimed previous editions, Craig Larman has updated this book to fully reflect the new UML 2 standard, to help you master the art of object design, and to promote high-impact, iterative, and skillful agile modeling practices. Developers and students will learn object-oriented analysis and design (OOA/D) through three iterations of two cohesive, start-to-finish case studies. These case studies incrementally introduce key skills, essential OO principles and patterns, UML notation, and best practices. You won’t just learn UML diagrams—you’ll learn how to apply UML in the context of OO software development.  Drawing on his unsurpassed experience as a mentor and consultant, Larman helps you understand evolutionary requirements and use cases, domain object modeling, responsibility-driven design, essential OO design, layered architectures, “Gang of Four” design patterns, GRASP, iterative methods, an agile approach to the Unified Process (UP), and much more. This edition’s extensive improvements include   A stronger focus on helping you master OOA/D through case studies that demonstrate key OO principles and patterns, while also applying the UML New coverage of UML 2, Agile Modeling, Test-Driven Development, and refactoring Many new tips on combining iterative and evolutionary development with OOA/D Updates for easier study, including new learning aids and graphics  New college educator teaching resources Guidance on applying the UP in a light, agile spirit, complementary with other iterative methods such as XP and Scrum  Techniques for applying the UML to documenting architectures A new chapter on evolutionary requirements, and much more    Applying UML and Patterns, Third Edition,  is a lucid and practical introduction to thinking and designing with objects—and creating systems that are well crafted, robust, and maintainable.    ",,https://1lib.in/dl/3521145/238f7d,"PDF, 170.77 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Software Eng,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Arduino-Based Embedded Systems: Interfacing, Simulation, and LabVIEW GUI",Rajesh Singh,CRC Press;Taylor & Francis,2018,330,3.6,184,"
                    Arduino is an open-source electronics platform based on easy-to-use hardware and software while LabVIEW is a graphical programming telling how to connect functions and work with a variety of datatypes when constructing applications.This book will help beginners to get started with Arduino-based embedded systems including essential know-how of the programming and interfacing of the devices. Book includes programming and simulation of Arduino-based projects and interfacing with LabVIEW, based on practical case studies. The book comprises of total twenty five chapters with description, working model of LabVIEW and programming with Arduino IDE                ",,https://1lib.in/dl/3418702/1f58ac,"PDF, 46.83 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Electrical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Art Therapy and Ad Hd: Diagnostic and Therapeutic Approaches,Diane Stein Safran,Jessica Kingsley,2002,162,3.8,414,"
                    Attention Deficit/Hyperactivity Disorder is increasingly being diagnosed in people of all ages, and this book demonstrates how art therapy can not only assist with diagnosis, but also provides a valuable means of helping to improve skills such as concentration and focus, boost self-esteem, and cope with impulsivity. Educational social skills art groups can help with understanding of AD/HD in addition to teaching strategies to relieve the symptoms. Art therapy is also important for alleviating feelings of isolation and confusion that may come with the diagnosis, and, as an ongoing process, it can be a useful tool for checking clients' progress from the initial assessment onwards. In the first part of her book, the author explores ways of using art therapy and of setting up art therapy groups. Her advice and practical suggestions will be useful to anyone with an interest in AD/HD. The later chapters offer therapists more detailed guidance on therapy sessions with clients with AD/HD.  Practical and informative, and based on the author's long experience with art therapy and AD/HD, this will be a valuable book for therapists, mental health professionals, and people who live or work with AD/HD.                ",,https://1lib.in/dl/1069212/4bc9cc,"PDF, 1.91 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Artificial Intelligence for Humans, Volume 3: Deep Learning and Neural Networks",Jeff Heaton,CreateSpace Independent Publishing Platform,2015,268,4.0,2051,,,https://1lib.in/dl/2656808/6885d3,"PDF, 8.70 MB",0.0,USD,,,Goodreads / Z-Library,PDF,AI/ML,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
